Sum of Age,Age-Demograph,Attrition,BusinessTravel,Sum of DailyRate,Department,Sum of DistanceFromHome,Sum of Education,Education_Description,EducationField,Sum of EmployeeCount,Sum of EmployeeNumber,Sum of EnvironmentSatisfaction,Name,Last_name,First_name,Gender,Environment_Satisfaction_Description,Job_Involvement_description,Sum of HourlyRate,Job_Level_Description,Job_Satisfaction__description,Sum of JobInvolvement,Sum of JobLevel,JobRole,MaritalStatus,Sum of JobSatisfaction,Sum of MonthlyIncome,Sum of MonthlyRate,Sum of NumCompaniesWorked,Over18,OverTime,Sum of PercentSalaryHike,performance_rate_description,Sum of PerformanceRating,promotion_desciption,relation_satisfaction_description,Sum of RelationshipSatisfaction,Sum of StandardHours,Stock_Option_Level_description,Sum of StockOptionLevel,Sum of TotalWorkingYears,Sum of TrainingTimesLastYear,Work_life_balance_description,Sum of WorkLifeBalance,Sum of YearsAtCompany,Sum of YearsInCurrentRole,Sum of YearsSinceLastPromotion,Sum of YearsWithCurrManager
35,25-35,No,Travel_Rarely,670,Research & Development,10,4,Master,Medical,1,1587,1,Shalonna Luddy,Luddy,Shalonna,Female,Low,High,51,Junior,High,3,2,Healthcare Representative,Single,3,6142,4223,3,Y,Yes,16,excellent,3,Not promoted,High,3,80,None,0,10,4,Better,3,5,2,0,4
39,36-45,No,Travel_Rarely,1462,Sales,6,3,Bachelor,Medical,1,1588,4,Daedric Hunner,Hunner,Daedric,Male,Very High,Very High,38,Senior,High,4,3,Sales Executive,Married,3,8237,4658,2,Y,No,11,excellent,3,Was promoted,Low,1,80,Silver,1,11,3,Better,3,7,6,7,6
29,25-35,No,Travel_Frequently,995,Research & Development,2,1,School,Life Sciences,1,1590,1,Wandell Leathan,Leathan,Wandell,Male,Low,High,87,Junior,Very High,3,2,Healthcare Representative,Divorced,4,8853,24483,1,Y,No,19,excellent,3,Was promoted,Very High,4,80,Silver,1,6,0,Best,4,6,4,1,3
50,46-55,No,Travel_Rarely,264,Sales,9,3,Bachelor,Marketing,1,1591,3,Yasuo Carlisle,Carlisle,Yasuo,Male,High,High,59,Executive,High,3,5,Manager,Married,3,19331,19519,4,Y,Yes,16,excellent,3,Not promoted,High,3,80,Silver,1,27,2,Better,3,1,0,0,0
23,Under-20,No,Travel_Rarely,977,Research & Development,10,3,Bachelor,Technical Degree,1,1592,4,Cire Georgeanthony,Georgeanthony,Cire,Male,Very High,Very High,45,Entry Level,High,4,1,Research Scientist,Married,3,2073,12826,2,Y,No,16,excellent,3,Was promoted,Very High,4,80,Silver,1,4,2,Better,3,2,2,2,2
36,36-45,No,Travel_Frequently,1302,Research & Development,6,4,Master,Life Sciences,1,1594,1,Gurtej Nazeer,Nazeer,Gurtej,Male,Low,Very High,80,Junior,Low,4,2,Laboratory Technician,Married,1,5562,19711,3,Y,Yes,13,excellent,3,Not promoted,Very High,4,80,Silver,1,9,3,Better,3,3,2,0,2
42,36-45,No,Travel_Rarely,1059,Research & Development,9,2,College,Other,1,1595,4,Abian Ambros,Ambros,Abian,Male,Very High,Midium,93,Executive,Very High,2,5,Manager,Single,4,19613,26362,8,Y,No,22,outstanding,4,Not promoted,Very High,4,80,None,0,24,2,Better,3,1,0,0,1
35,25-35,No,Travel_Rarely,750,Research & Development,28,3,Bachelor,Life Sciences,1,1596,2,Cordelra Seaman,Seaman,Cordelra,Male,Medium,Very High,46,Junior,High,4,2,Laboratory Technician,Married,3,3407,25348,1,Y,No,17,excellent,3,Was promoted,Very High,4,80,Gold,2,10,3,Good,2,10,9,6,8
34,25-35,No,Travel_Frequently,653,Research & Development,10,4,Master,Technical Degree,1,1597,4,Talvin Abdias,Abdias,Talvin,Male,Very High,Midium,92,Junior,High,2,2,Healthcare Representative,Married,3,5063,15332,1,Y,No,14,excellent,3,Was promoted,Medium,2,80,Silver,1,8,3,Good,2,8,2,7,7
40,36-45,No,Travel_Rarely,118,Sales,14,2,College,Life Sciences,1,1598,4,Kizzey Elvan,Elvan,Kizzey,Female,Very High,High,84,Junior,Low,3,2,Sales Executive,Married,1,4639,11262,1,Y,No,15,excellent,3,Was promoted,High,3,80,Silver,1,5,2,Better,3,5,4,1,2
43,36-45,No,Travel_Rarely,990,Research & Development,27,3,Bachelor,Technical Degree,1,1599,4,Iry Jaesun,Jaesun,Iry,Male,Very High,Very High,87,Entry Level,Medium,4,1,Laboratory Technician,Divorced,2,4876,5855,5,Y,No,12,excellent,3,Not promoted,High,3,80,Silver,1,8,0,Better,3,6,4,0,2
35,25-35,No,Travel_Rarely,1349,Research & Development,7,2,College,Life Sciences,1,1601,3,Prospero Adolphe,Adolphe,Prospero,Male,High,Midium,63,Entry Level,Very High,2,1,Laboratory Technician,Married,4,2690,7713,1,Y,No,18,excellent,3,Not promoted,Very High,4,80,Silver,1,1,5,Good,2,1,0,0,1
46,46-55,No,Travel_Rarely,563,Sales,1,4,Master,Life Sciences,1,1602,4,Renegade Cion,Cion,Renegade,Male,Very High,Very High,56,Team Lead,Low,4,4,Manager,Single,1,17567,3156,1,Y,No,15,excellent,3,Not promoted,Medium,2,80,None,0,27,5,Bad,1,26,0,0,12
28,25-35,Yes,Travel_Rarely,329,Research & Development,24,3,Bachelor,Medical,1,1604,3,Jabrayden Abdirahim,Abdirahim,Jabrayden,Male,High,High,51,Entry Level,Medium,3,1,Laboratory Technician,Married,2,2408,7324,1,Y,Yes,17,excellent,3,Not promoted,High,3,80,Platinum,3,1,3,Better,3,1,1,0,0
22,Under-20,No,Non-Travel,457,Research & Development,26,2,College,Other,1,1605,2,Keerstin Amrom,Amrom,Keerstin,Female,Medium,Midium,85,Entry Level,High,2,1,Research Scientist,Married,3,2814,10293,1,Y,Yes,14,excellent,3,Was promoted,Medium,2,80,None,0,4,2,Good,2,4,2,1,3
50,46-55,No,Travel_Frequently,1234,Research & Development,20,5,Doctor,Medical,1,1606,2,Romal Edgard,Edgard,Romal,Male,Medium,High,41,Team Lead,High,3,4,Healthcare Representative,Married,3,11245,20689,2,Y,Yes,15,excellent,3,Was promoted,High,3,80,Silver,1,32,3,Better,3,30,8,12,13
32,25-35,No,Travel_Rarely,634,Research & Development,5,4,Master,Other,1,1607,2,Lesly Ravaughn,Ravaughn,Lesly,Female,Medium,Very High,35,Entry Level,Very High,4,1,Research Scientist,Married,4,3312,18783,3,Y,No,17,excellent,3,Not promoted,Very High,4,80,Gold,2,6,3,Better,3,3,2,0,2
44,36-45,No,Travel_Rarely,1313,Research & Development,7,3,Bachelor,Medical,1,1608,2,Nikole Tex,Tex,Nikole,Female,Medium,High,31,Executive,Very High,3,5,Research Director,Divorced,4,19049,3549,0,Y,Yes,14,excellent,3,Was promoted,Very High,4,80,Silver,1,23,4,Good,2,22,7,1,10
30,25-35,No,Travel_Rarely,241,Research & Development,7,3,Bachelor,Medical,1,1609,2,Dylanger Leum,Leum,Dylanger,Male,Medium,Midium,48,Entry Level,Medium,2,1,Research Scientist,Married,2,2141,5348,1,Y,No,12,excellent,3,Was promoted,Medium,2,80,Silver,1,6,3,Good,2,6,4,1,1
45,36-45,No,Travel_Rarely,1015,Research & Development,5,5,Doctor,Medical,1,1611,3,Aspacia Kacin,Kacin,Aspacia,Female,High,Low,50,Junior,Low,1,2,Laboratory Technician,Single,1,5769,23447,1,Y,Yes,14,excellent,3,Was promoted,Low,1,80,None,0,10,3,Better,3,10,7,1,4
45,36-45,No,Non-Travel,336,Sales,26,3,Bachelor,Marketing,1,1612,1,Ory Nuradin,Nuradin,Ory,Male,Low,Midium,52,Junior,Low,2,2,Sales Executive,Married,1,4385,24162,1,Y,No,15,excellent,3,Was promoted,Low,1,80,Silver,1,10,2,Better,3,10,7,4,5
31,25-35,No,Travel_Frequently,715,Sales,2,4,Master,Other,1,1613,4,Mcelroy Jareb,Jareb,Mcelroy,Male,Very High,High,54,Junior,Low,3,2,Sales Executive,Single,1,5332,21602,7,Y,No,13,excellent,3,Not promoted,Very High,4,80,None,0,10,3,Better,3,5,2,0,3
36,36-45,No,Travel_Rarely,559,Research & Development,12,4,Master,Life Sciences,1,1614,3,Madysin Saifan,Saifan,Madysin,Female,High,High,76,Junior,High,3,2,Manufacturing Director,Married,3,4663,12421,9,Y,Yes,12,excellent,3,Was promoted,Medium,2,80,Gold,2,7,2,Better,3,3,2,1,1
34,25-35,No,Travel_Frequently,426,Research & Development,10,4,Master,Life Sciences,1,1615,3,Yaidden Siosiua,Siosiua,Yaidden,Male,High,Very High,42,Junior,Very High,4,2,Manufacturing Director,Divorced,4,4724,17000,1,Y,No,13,excellent,3,Was promoted,Low,1,80,Silver,1,9,3,Better,3,9,7,7,2
49,46-55,No,Travel_Rarely,722,Research & Development,25,4,Master,Life Sciences,1,1617,3,Xzandria Asriel,Asriel,Xzandria,Female,High,High,84,Entry Level,Low,3,1,Laboratory Technician,Married,1,3211,22102,1,Y,No,14,excellent,3,Was promoted,Very High,4,80,Silver,1,10,3,Good,2,9,6,1,4
39,36-45,No,Travel_Rarely,1387,Research & Development,10,5,Doctor,Medical,1,1618,2,Jayr Carsan,Carsan,Jayr,Male,Medium,High,76,Junior,Low,3,2,Manufacturing Director,Married,1,5377,3835,2,Y,No,13,excellent,3,Was promoted,Very High,4,80,Platinum,3,10,3,Better,3,7,7,7,7
27,25-35,No,Travel_Rarely,1302,Research & Development,19,3,Bachelor,Other,1,1619,4,Abbaas Syl,Syl,Abbaas,Male,Very High,Midium,67,Entry Level,Low,2,1,Laboratory Technician,Divorced,1,4066,16290,1,Y,No,11,excellent,3,Not promoted,Low,1,80,Gold,2,7,3,Better,3,7,7,0,7
35,25-35,No,Travel_Rarely,819,Research & Development,18,5,Doctor,Life Sciences,1,1621,2,Ulices Keair,Keair,Ulices,Male,Medium,Very High,48,Junior,Low,4,2,Research Scientist,Married,1,5208,26312,1,Y,No,11,excellent,3,Was promoted,Very High,4,80,None,0,16,2,Better,3,16,15,1,10
28,25-35,No,Travel_Rarely,580,Research & Development,27,3,Bachelor,Medical,1,1622,2,Evnika Lancer,Lancer,Evnika,Female,Medium,Low,39,Junior,Low,1,2,Manufacturing Director,Divorced,1,4877,20460,0,Y,No,21,outstanding,4,Not promoted,Medium,2,80,Silver,1,6,5,Good,2,5,3,0,0
21,Under-20,No,Travel_Rarely,546,Research & Development,5,1,School,Medical,1,1623,3,Sadaq Durrel,Durrel,Sadaq,Male,High,High,97,Entry Level,Very High,3,1,Research Scientist,Single,4,3117,26009,1,Y,No,18,excellent,3,Was promoted,High,3,80,None,0,3,2,Better,3,2,2,2,2
18,Under-20,Yes,Travel_Frequently,544,Sales,3,2,College,Medical,1,1624,2,Demya Vearl,Vearl,Demya,Female,Medium,High,70,Entry Level,Very High,3,1,Sales Representative,Single,4,1569,18420,1,Y,Yes,12,excellent,3,Not promoted,High,3,80,None,0,0,2,Best,4,0,0,0,0
47,46-55,No,Travel_Rarely,1176,Human Resources,26,4,Master,Life Sciences,1,1625,4,Amunique Lonis,Lonis,Amunique,Female,Very High,High,98,Executive,High,3,5,Manager,Married,3,19658,5220,3,Y,No,11,excellent,3,Was promoted,High,3,80,Silver,1,27,2,Better,3,5,2,1,0
39,36-45,No,Travel_Rarely,170,Research & Development,3,2,College,Medical,1,1627,3,Roe Dreyven,Dreyven,Roe,Male,High,Midium,76,Junior,High,2,2,Laboratory Technician,Divorced,3,3069,10302,0,Y,No,15,excellent,3,Not promoted,Very High,4,80,Silver,1,11,3,Better,3,10,8,0,7
40,36-45,No,Travel_Rarely,884,Research & Development,15,3,Bachelor,Life Sciences,1,1628,1,Vedra Osirus,Osirus,Vedra,Female,Low,Midium,80,Senior,High,2,3,Manufacturing Director,Married,3,10435,25800,1,Y,No,13,excellent,3,Was promoted,Very High,4,80,Gold,2,18,2,Better,3,18,15,14,12
35,25-35,No,Non-Travel,208,Research & Development,8,4,Master,Life Sciences,1,1630,3,Romelia Garrett,Garrett,Romelia,Female,High,High,52,Junior,High,3,2,Healthcare Representative,Married,3,4148,12250,1,Y,No,12,excellent,3,Was promoted,Very High,4,80,Silver,1,15,5,Better,3,14,11,2,9
37,36-45,No,Travel_Rarely,671,Research & Development,19,3,Bachelor,Life Sciences,1,1631,3,Victormanuel Sudan,Sudan,Victormanuel,Male,High,High,85,Junior,High,3,2,Manufacturing Director,Married,3,5768,26493,3,Y,No,17,excellent,3,Not promoted,Low,1,80,Platinum,3,9,2,Good,2,4,3,0,2
39,36-45,No,Travel_Frequently,711,Research & Development,4,3,Bachelor,Medical,1,1633,1,Lajuana Tarak,Tarak,Lajuana,Female,Low,High,81,Junior,High,3,2,Manufacturing Director,Single,3,5042,3140,0,Y,No,13,excellent,3,Was promoted,Very High,4,80,None,0,10,2,Bad,1,9,2,3,8
45,36-45,No,Travel_Rarely,1329,Research & Development,2,2,College,Other,1,1635,4,Lakista Kreshnik,Kreshnik,Lakista,Female,Very High,Midium,59,Junior,Very High,2,2,Manufacturing Director,Divorced,4,5770,5388,1,Y,No,19,excellent,3,Was promoted,Low,1,80,Gold,2,10,3,Better,3,10,7,3,9
38,36-45,No,Travel_Rarely,397,Research & Development,2,2,College,Medical,1,1638,4,Pada Brashaun,Brashaun,Pada,Female,Very High,Midium,54,Senior,High,2,3,Manufacturing Director,Married,3,7756,14199,3,Y,Yes,19,excellent,3,Not promoted,Very High,4,80,Silver,1,10,6,Best,4,5,4,0,2
35,25-35,Yes,Travel_Rarely,737,Sales,10,3,Bachelor,Medical,1,1639,4,Witold Kennith,Kennith,Witold,Male,Very High,Midium,55,Senior,Low,2,3,Sales Executive,Married,1,10306,21530,9,Y,No,17,excellent,3,Was promoted,High,3,80,None,0,15,3,Better,3,13,12,6,0
37,36-45,No,Travel_Rarely,1470,Research & Development,10,3,Bachelor,Medical,1,1640,2,Gao Narciso,Narciso,Gao,Female,Medium,High,71,Entry Level,Medium,3,1,Research Scientist,Married,2,3936,9953,1,Y,No,11,excellent,3,Was promoted,Low,1,80,Silver,1,8,2,Bad,1,8,4,7,7
40,36-45,No,Travel_Rarely,448,Research & Development,16,3,Bachelor,Life Sciences,1,1641,3,Britteney Tramon,Tramon,Britteney,Female,High,High,84,Senior,Very High,3,3,Manufacturing Director,Single,4,7945,19948,6,Y,Yes,15,excellent,3,Was promoted,Very High,4,80,None,0,18,2,Good,2,4,2,3,3
44,36-45,No,Travel_Frequently,602,Human Resources,1,5,Doctor,Human Resources,1,1642,1,Raimundo Torey,Torey,Raimundo,Male,Low,High,37,Junior,Very High,3,2,Human Resources,Married,4,5743,10503,4,Y,Yes,11,excellent,3,Not promoted,High,3,80,None,0,14,3,Better,3,10,7,0,2
48,46-55,No,Travel_Frequently,365,Research & Development,4,5,Doctor,Medical,1,1644,3,Windol Juston,Juston,Windol,Male,High,Midium,89,Team Lead,Very High,2,4,Manager,Married,4,15202,5602,2,Y,No,25,outstanding,4,Was promoted,Medium,2,80,Silver,1,23,3,Better,3,2,2,2,2
35,25-35,Yes,Travel_Rarely,763,Sales,15,2,College,Medical,1,1645,1,Raymir Jymere,Jymere,Raymir,Male,Low,Low,59,Junior,Very High,1,2,Sales Executive,Divorced,4,5440,22098,6,Y,Yes,14,excellent,3,Was promoted,Very High,4,80,Gold,2,7,2,Good,2,2,2,2,2
24,Under-20,No,Travel_Frequently,567,Research & Development,2,1,School,Technical Degree,1,1646,1,Kenesha Taydon,Taydon,Kenesha,Female,Low,High,32,Entry Level,Very High,3,1,Research Scientist,Single,4,3760,17218,1,Y,Yes,13,excellent,3,Was promoted,High,3,80,None,0,6,2,Better,3,6,3,1,3
27,25-35,No,Travel_Rarely,486,Research & Development,8,3,Bachelor,Medical,1,1647,2,Aditi Berger,Berger,Aditi,Female,Medium,Very High,86,Entry Level,High,4,1,Research Scientist,Married,3,3517,22490,7,Y,No,17,excellent,3,Not promoted,Low,1,80,None,0,5,0,Better,3,3,2,0,2
27,25-35,No,Travel_Frequently,591,Research & Development,2,3,Bachelor,Medical,1,1648,4,Kadarian Trong,Trong,Kadarian,Male,Very High,High,87,Entry Level,Very High,3,1,Research Scientist,Single,4,2580,6297,2,Y,No,13,excellent,3,Was promoted,High,3,80,None,0,6,0,Good,2,4,2,1,2
40,36-45,Yes,Travel_Rarely,1329,Research & Development,7,3,Bachelor,Life Sciences,1,1649,1,Hoffman Khase,Khase,Hoffman,Male,Low,High,73,Entry Level,Low,3,1,Laboratory Technician,Single,1,2166,3339,3,Y,Yes,14,excellent,3,Not promoted,Medium,2,80,None,0,10,3,Bad,1,4,2,0,3
29,25-35,No,Travel_Rarely,469,Sales,10,3,Bachelor,Medical,1,1650,3,Kuba Jameek,Jameek,Kuba,Male,High,Midium,42,Junior,High,2,2,Sales Executive,Single,3,5869,23413,9,Y,No,11,excellent,3,Was promoted,High,3,80,None,0,8,2,Better,3,5,2,1,4
36,36-45,No,Travel_Rarely,711,Research & Development,5,4,Master,Life Sciences,1,1651,2,Tianah Quasir,Quasir,Tianah,Female,Medium,High,42,Senior,Low,3,3,Healthcare Representative,Married,1,8008,22792,4,Y,No,12,excellent,3,Not promoted,High,3,80,Gold,2,9,6,Better,3,3,2,0,2
25,25-35,No,Travel_Frequently,772,Research & Development,2,1,School,Life Sciences,1,1653,4,Soane Dimitris,Dimitris,Soane,Male,Very High,Very High,77,Junior,High,4,2,Manufacturing Director,Divorced,3,5206,4973,1,Y,No,17,excellent,3,Not promoted,High,3,80,Gold,2,7,6,Better,3,7,7,0,7
39,36-45,No,Travel_Rarely,492,Research & Development,12,3,Bachelor,Medical,1,1654,4,Adrin Carsan,Carsan,Adrin,Male,Very High,High,66,Junior,Medium,3,2,Manufacturing Director,Married,2,5295,7693,4,Y,No,21,outstanding,4,Was promoted,High,3,80,None,0,7,3,Better,3,5,4,1,0
49,46-55,No,Travel_Rarely,301,Research & Development,22,4,Master,Other,1,1655,1,Racey Saugat,Saugat,Racey,Female,Low,High,72,Team Lead,Medium,3,4,Research Director,Married,2,16413,3498,3,Y,No,16,excellent,3,Was promoted,Medium,2,80,Gold,2,27,2,Better,3,4,2,1,2
50,46-55,No,Travel_Rarely,813,Research & Development,17,5,Doctor,Life Sciences,1,1656,4,Aiyonna Tyrus,Tyrus,Aiyonna,Female,Very High,Midium,50,Senior,Low,2,3,Research Director,Divorced,1,13269,21981,5,Y,No,15,excellent,3,Was promoted,High,3,80,Platinum,3,19,3,Better,3,14,11,1,11
20,Under-20,No,Travel_Rarely,1141,Sales,2,3,Bachelor,Medical,1,1657,3,Shrinika Landyon,Landyon,Shrinika,Female,High,High,31,Entry Level,High,3,1,Sales Representative,Single,3,2783,13251,1,Y,No,19,excellent,3,Was promoted,Low,1,80,None,0,2,3,Better,3,2,2,2,2
34,25-35,No,Travel_Rarely,1130,Research & Development,3,3,Bachelor,Life Sciences,1,1658,4,Aviara Amrom,Amrom,Aviara,Female,Very High,High,66,Junior,Medium,3,2,Research Scientist,Divorced,2,5433,19332,1,Y,No,12,excellent,3,Was promoted,High,3,80,Silver,1,11,2,Better,3,11,8,7,9
36,36-45,No,Travel_Rarely,311,Research & Development,7,3,Bachelor,Life Sciences,1,1659,1,Izaah David,David,Izaah,Male,Low,High,77,Entry Level,Medium,3,1,Laboratory Technician,Single,2,2013,10950,2,Y,No,11,excellent,3,Was promoted,High,3,80,None,0,15,4,Better,3,4,3,1,3
49,46-55,No,Travel_Rarely,465,Research & Development,6,1,School,Life Sciences,1,1661,3,Kehila Taydon,Taydon,Kehila,Female,High,Midium,41,Team Lead,High,2,4,Healthcare Representative,Married,3,13966,11652,2,Y,Yes,19,excellent,3,Was promoted,Medium,2,80,Silver,1,30,3,Better,3,15,11,2,12
36,36-45,No,Non-Travel,894,Research & Development,1,4,Master,Medical,1,1662,4,Jakailah Galvin,Galvin,Jakailah,Female,Very High,Midium,33,Junior,High,2,2,Manufacturing Director,Married,3,4374,15411,0,Y,No,15,excellent,3,Was promoted,High,3,80,None,0,4,6,Better,3,3,2,1,2
36,36-45,No,Travel_Rarely,1040,Research & Development,3,2,College,Life Sciences,1,1664,4,Bilguun Jameslee,Jameslee,Bilguun,Male,Very High,Very High,79,Junior,Low,4,2,Healthcare Representative,Divorced,1,6842,26308,6,Y,No,20,outstanding,4,Not promoted,Low,1,80,Silver,1,13,3,Better,3,5,4,0,4
54,46-55,No,Travel_Rarely,584,Research & Development,22,5,Doctor,Medical,1,1665,2,Ameirah Halden,Halden,Ameirah,Female,Medium,High,91,Team Lead,High,3,4,Manager,Married,3,17426,18685,3,Y,No,25,outstanding,4,Was promoted,High,3,80,Silver,1,36,6,Better,3,10,8,4,7
43,36-45,No,Travel_Rarely,1291,Research & Development,15,2,College,Life Sciences,1,1666,3,Treyvonn Ilian,Ilian,Treyvonn,Male,High,Midium,65,Team Lead,High,2,4,Research Director,Married,3,17603,3525,1,Y,No,24,outstanding,4,Was promoted,Low,1,80,Silver,1,14,3,Better,3,14,10,6,11
35,25-35,Yes,Travel_Frequently,880,Sales,12,4,Master,Other,1,1667,4,Tyhler Crystofer,Crystofer,Tyhler,Male,Very High,High,36,Junior,Very High,3,2,Sales Executive,Single,4,4581,10414,3,Y,Yes,24,outstanding,4,Was promoted,Low,1,80,None,0,13,2,Best,4,11,9,6,7
38,36-45,No,Travel_Frequently,1189,Research & Development,1,3,Bachelor,Life Sciences,1,1668,4,Archan Jacayden,Jacayden,Archan,Male,Very High,High,90,Junior,Very High,3,2,Research Scientist,Married,4,4735,9867,7,Y,No,15,excellent,3,Was promoted,Very High,4,80,Gold,2,19,4,Best,4,13,11,2,9
29,25-35,No,Travel_Rarely,991,Sales,5,3,Bachelor,Medical,1,1669,1,Dierick Ladavian,Ladavian,Dierick,Male,Low,Midium,43,Junior,Medium,2,2,Sales Executive,Divorced,2,4187,3356,1,Y,Yes,13,excellent,3,Not promoted,Medium,2,80,Silver,1,10,3,Good,2,10,0,0,9
33,25-35,No,Travel_Rarely,392,Sales,2,4,Master,Medical,1,1670,4,Lyall Wafi,Wafi,Lyall,Male,Very High,High,93,Junior,Very High,3,2,Sales Executive,Divorced,4,5505,3921,1,Y,No,14,excellent,3,Not promoted,High,3,80,Gold,2,6,5,Better,3,6,2,0,4
32,25-35,No,Travel_Rarely,977,Research & Development,2,3,Bachelor,Medical,1,1671,4,Lalo Perkins,Perkins,Lalo,Male,Very High,High,45,Junior,Medium,3,2,Research Scientist,Divorced,2,5470,25518,0,Y,No,13,excellent,3,Was promoted,High,3,80,Gold,2,10,4,Good,2,9,5,1,6
31,25-35,No,Travel_Rarely,1112,Sales,5,4,Master,Life Sciences,1,1673,1,Marvis Zyler,Zyler,Marvis,Female,Low,High,67,Junior,Very High,3,2,Sales Executive,Married,4,5476,22589,1,Y,No,11,excellent,3,Not promoted,Low,1,80,Gold,2,10,2,Better,3,10,0,0,2
49,46-55,No,Travel_Rarely,464,Research & Development,16,3,Bachelor,Medical,1,1674,4,Machaela Ziyaad,Ziyaad,Machaela,Female,Very High,High,74,Entry Level,Low,3,1,Laboratory Technician,Divorced,1,2587,24941,4,Y,Yes,16,excellent,3,Was promoted,Medium,2,80,Silver,1,17,2,Good,2,2,2,2,2
38,36-45,No,Travel_Frequently,148,Research & Development,2,3,Bachelor,Medical,1,1675,4,Aubryella Edo,Edo,Aubryella,Female,Very High,Midium,42,Entry Level,Medium,2,1,Laboratory Technician,Single,2,2440,23826,1,Y,No,22,outstanding,4,Was promoted,Medium,2,80,None,0,4,3,Better,3,4,3,3,3
47,46-55,No,Travel_Rarely,1225,Sales,2,4,Master,Life Sciences,1,1676,2,Dahabo Jayeden,Jayeden,Dahabo,Female,Medium,Very High,47,Team Lead,Medium,4,4,Manager,Divorced,2,15972,21086,6,Y,No,14,excellent,3,Was promoted,High,3,80,Platinum,3,29,2,Better,3,3,2,1,2
49,46-55,No,Travel_Rarely,809,Research & Development,1,3,Bachelor,Life Sciences,1,1677,3,Zaylan Erick,Erick,Zaylan,Male,High,High,36,Team Lead,High,3,4,Manager,Single,3,15379,22384,4,Y,No,14,excellent,3,Not promoted,Low,1,80,None,0,23,2,Better,3,8,7,0,0
41,36-45,No,Travel_Rarely,1206,Sales,23,2,College,Life Sciences,1,1678,4,Micheil Elay,Elay,Micheil,Male,Very High,High,80,Senior,High,3,3,Sales Executive,Single,3,7082,11591,3,Y,Yes,16,excellent,3,Not promoted,Very High,4,80,None,0,21,2,Better,3,2,0,0,2
20,Under-20,No,Travel_Rarely,727,Sales,9,1,School,Life Sciences,1,1680,4,Taite Jacek,Jacek,Taite,Male,Very High,High,54,Entry Level,Low,3,1,Sales Representative,Single,1,2728,21082,1,Y,No,11,excellent,3,Not promoted,Low,1,80,None,0,2,3,Better,3,2,2,0,2
33,25-35,No,Non-Travel,530,Sales,16,3,Bachelor,Life Sciences,1,1681,3,Nichella Vrishank,Vrishank,Nichella,Female,High,High,36,Junior,Very High,3,2,Sales Executive,Divorced,4,5368,16130,1,Y,Yes,25,outstanding,4,Was promoted,High,3,80,Silver,1,7,2,Better,3,6,5,1,2
36,36-45,No,Travel_Rarely,1351,Research & Development,26,4,Master,Life Sciences,1,1682,1,Ferrante Shawnmichael,Shawnmichael,Ferrante,Male,Low,High,80,Junior,High,3,2,Healthcare Representative,Married,3,5347,7419,6,Y,No,14,excellent,3,Not promoted,Medium,2,80,Gold,2,10,2,Good,2,3,2,0,2
44,36-45,No,Travel_Rarely,528,Human Resources,1,3,Bachelor,Life Sciences,1,1683,3,Shawny Chief,Chief,Shawny,Female,High,High,44,Entry Level,Very High,3,1,Human Resources,Divorced,4,3195,4167,4,Y,Yes,18,excellent,3,Was promoted,Low,1,80,Platinum,3,8,2,Better,3,2,2,2,2
23,Under-20,Yes,Travel_Rarely,1320,Research & Development,8,1,School,Medical,1,1684,4,Chadarius Kairee,Kairee,Chadarius,Male,Very High,Midium,93,Entry Level,High,2,1,Laboratory Technician,Single,3,3989,20586,1,Y,Yes,11,excellent,3,Was promoted,Low,1,80,None,0,5,2,Better,3,5,4,1,2
38,36-45,No,Travel_Rarely,1495,Research & Development,4,2,College,Medical,1,1687,4,Bethanni Refael,Refael,Bethanni,Female,Very High,High,87,Entry Level,High,3,1,Laboratory Technician,Married,3,3306,26176,7,Y,No,19,excellent,3,Not promoted,Very High,4,80,Silver,1,7,5,Good,2,0,0,0,0
53,46-55,No,Travel_Rarely,1395,Research & Development,24,4,Master,Medical,1,1689,2,Parthiv Javaunte,Javaunte,Parthiv,Male,Medium,Very High,48,Senior,Very High,4,3,Healthcare Representative,Married,4,7005,3458,3,Y,No,15,excellent,3,Was promoted,High,3,80,None,0,11,2,Better,3,4,3,1,2
48,46-55,Yes,Travel_Frequently,708,Sales,7,2,College,Medical,1,1691,4,Deici Grasen,Grasen,Deici,Female,Very High,High,95,Entry Level,High,3,1,Sales Representative,Married,3,2655,11740,2,Y,Yes,11,excellent,3,Was promoted,High,3,80,Gold,2,19,3,Better,3,9,7,7,7
32,25-35,Yes,Travel_Rarely,1259,Research & Development,2,4,Master,Life Sciences,1,1692,4,Yadiel Breyon,Breyon,Yadiel,Male,Very High,High,95,Entry Level,Medium,3,1,Laboratory Technician,Single,2,1393,24852,1,Y,No,12,excellent,3,Not promoted,Low,1,80,None,0,1,2,Better,3,1,0,0,0
